station,measureDate,decimaldate,yearday,StaGrpCode,StaType,Transect,Latitude,Longitude,time,analyst,tidestage,scttemp,sctsal,sctcond,dotemp,do,secchi,depth,nh4,po4,TDN,chlor_a,phaeopigments_a,tss,pom,pim,,,,,,,,,
GC,9/15/95,1995.70705,258,2,Mainland Creek,Machipongo,37.48451,-75.80706,842,,,25.1,34.1,51.9,25.2,6.6,0.85,5.2,6.36,1.73,,4.27,,18.83,17.23,1.6,,,,,,,,,
GC,10/13/95,1995.78371,286,2,Mainland Creek,Machipongo,37.48451,-75.80706,830,BLUM/SPITLER,,21,32.3,45.55,21.3,7.65,1.23,6,3.72,1.09,,3.48,38.5,13.46,5.49,7.97,,,,,,,,,
GC,11/1/95,1995.835729,305,2,Mainland Creek,Machipongo,37.48451,-75.80706,1020,BLUM/SPITLER,LOW,16.4,31.4,48.08,16.5,7.4,1.12,,3.88,0.858,,0.535,6.48,22.21,18.15,4.07,,,,,,,,,
GC,11/30/95,1995.915127,334,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,SPITLER/BLUM,,,,,,,NaN,,,,,0.045,,,,,,,,,,,,,
GC,1/1/96,1996.002738,1,2,Mainland Creek,Machipongo,37.48451,-75.80706,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
GC,2/1/96,1996.087611,32,2,Mainland Creek,Machipongo,37.48451,-75.80706,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
GC,3/1/96,1996.167009,61,2,Mainland Creek,Machipongo,37.48451,-75.80706,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
GC,4/25/96,1996.317591,116,2,Mainland Creek,Machipongo,37.48451,-75.80706,934,,,16.4,23.9,37,17,5.4,0.82,1.2,5.14,0.402,,5.34,1.16,20.7,17.2,3.5,,,,,,,,,
GC,5/1/96,1996.334018,122,2,Mainland Creek,Machipongo,37.48451,-75.80706,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
GC,6/10/96,1996.443532,162,2,Mainland Creek,Machipongo,37.48451,-75.80706,1045,,,24.7,29.1,45,24.9,4.8,0.66,1.2,10.3,0.385,,3.63,2.65,31.1,23,8.1,,,,,,,,,
GC,7/22/96,1996.558522,204,2,Mainland Creek,Machipongo,37.48451,-75.80706,925,,,26.2,22.7,36,26.4,5.3,0.54,1.5,12.1,0.123,,10.6,3.26,34.733,29.089,5.645,,,,,,,,,
GC,8/26/96,1996.654346,239,2,Mainland Creek,Machipongo,37.48451,-75.80706,1137,,,26.9,27.1,44,27,4.9,NaN,,4.05,0.929,,9.82,4.38,32.199,23,9.2,,,,,,,,,
GC,9/1/96,1996.670773,245,2,Mainland Creek,Machipongo,37.48451,-75.80706,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
GC,10/10/96,1996.77755,284,2,Mainland Creek,Machipongo,37.48451,-75.80706,1140,,,17,27,42,17,7.3,0.55,,3.77,1.08,,1.6,0.417,32.9,29.08,4.917,,,,,,,,,
GC,11/21/96,1996.892539,326,2,Mainland Creek,Machipongo,37.48451,-75.80706,1106,,,7.9,29.9,44,8,6.4,1.38,,3.35,0.7,,,,28.222,23.744,4.478,,,,,,,,,
GC,12/1/96,1996.919918,336,2,Mainland Creek,Machipongo,37.48451,-75.80706,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
GC,1/22/97,1997.062286,22,2,Mainland Creek,Machipongo,37.48451,-75.80706,,,,,,0,,,NaN,,,,,,,,,,,,,,,,,,
GC,2/1/97,1997.089665,32,2,Mainland Creek,Machipongo,37.48451,-75.80706,1144,,,6.8,24.5,39,7.1,8.8,1.2,1.9,0.949,0.059,,11.2,2.99,38.278,32.1,6.178,,,,,,,,,
GC,3/26/97,1997.234771,85,2,Mainland Creek,Machipongo,37.48451,-75.80706,1412,,,13.7,21.4,37,14.2,8.4,NaN,1.2,3.59,0.108,,2.85,4.97,37.3,35.1,2.21,,,,,,,,,
GC,4/30/97,1997.330595,120,2,Mainland Creek,Machipongo,37.48451,-75.80706,948,,,15.2,28.5,44,16,7.8,1.31,1.8,2.18,0.096,,1.96,1.78,26.2,21.5,4.76,,,,,,,,,
GC,5/30/97,1997.412731,150,2,Mainland Creek,Machipongo,37.48451,-75.80706,930,,,19.5,31.3,48,20,5.9,0.8,1.3,5.45,0.254,,,1.78,46,27.5,18.5,,,,,,,,,
GC,6/27/97,1997.489391,178,2,Mainland Creek,Machipongo,37.48451,-75.80706,940,,,28.1,32,49,28,4.5,0.52,1.5,3.08,0.806,,8.19,5.64,34,28.2,5.78,,,,,,,,,
GC,7/31/97,1997.582478,212,2,Mainland Creek,Machipongo,37.48451,-75.80706,1140,,,25.1,28.3,44,25,4.2,0.68,1.5,6.99,1.08,,11,3.04,28.5,24.05,4.41,,,,,,,,,
GC,8/29/97,1997.661875,241,2,Mainland Creek,Machipongo,37.48451,-75.80706,1120,,,25.2,31.7,49,25,4.1,0.64,1.5,2.86,1.03,,11.8,2.58,27.9,19.7,8.19,,,,,,,,,
GC,10/1/97,1997.752225,274,2,Mainland Creek,Machipongo,37.48451,-75.80706,1235,,,20.5,33,50,21,5.7,0.44,2.1,6.96,1.32,,2.67,1.44,45.1,33.578,11.522,,,,,,,,,
GC,11/11/97,1997.864476,315,2,Mainland Creek,Machipongo,37.48451,-75.80706,1215,,,12.5,28.7,44,12.5,7.2,1.05,2.1,4.46,0.869,,0.534,1.46,31.844,27.133,4.711,,,,,,,,,
GC,11/25/97,1997.902806,329,2,Mainland Creek,Machipongo,37.48451,-75.80706,1210,,,7.1,27.7,43,8,8.7,1.33,1.8,4.27,0.692,,1.6,,4.344,11.556,3.783,,,,,,,,,
GC,12/10/97,1997.943874,344,2,Mainland Creek,Machipongo,37.48451,-75.80706,1210,,,6.1,29.4,46,7,11.5,1.3,1.8,1.77,0.376,,4.09,0.372,66.2,50.544,15.656,,,,,,,,,
GC,1/29/98,1998.080767,29,2,Mainland Creek,Machipongo,37.48451,-75.80706,1230,,,6.7,28,44,7,10,0.3,,0.977,0.334,,6.84,0.977,79.644,71.611,8.033,,,,,,,,,
GC,2/26/98,1998.157426,57,2,Mainland Creek,Machipongo,37.48451,-75.80706,1030,,,7.5,31.2,47,8.5,10.2,0.2,2.3,4.34,0.25,,6.41,5.93,131.533,114.9,16.633,,,,,,,,,
GC,3/25/98,1998.231348,84,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,,,10.9,27,42,11.5,8.2,0.75,,4.33,0.167,,1.07,1.99,42.578,39.556,3.022,,,,,,,,,
GC,4/22/98,1998.308008,112,2,Mainland Creek,Machipongo,37.48451,-75.80706,1215,,,16.7,27.7,43,17,6.9,0.75,,4.42,0.377,,2.24,1.57,20.156,18.2,1.956,,,,,,,,,
GC,5/1/98,1998.332649,121,2,Mainland Creek,Machipongo,37.48451,-75.80706,1255,,,,,0,24,,0.4,,,,,,,,,,,,,,,,,,
GC,5/28/98,1998.406571,148,2,Mainland Creek,Machipongo,37.48451,-75.80706,148,,,23,,,,,0.4,,4.71,0.661,,0.64,1.53,52.444,38.611,13.833,,,,,,,,,
GC,6/1/98,1998.417522,152,2,Mainland Creek,Machipongo,37.48451,-75.80706,800,,,27.6,25.8,0,27,,0.65,1.3,,,,,,,,,,,,,,,,,
GC,6/30/98,1998.49692,181,2,Mainland Creek,Machipongo,37.48451,-75.80706,294,,,27.6,25.8,,,,0.65,4.4,8.97,1.48,,2.99,1.5,91.333,41.433,49.9,,,,,,,,,
GC,7/1/98,1998.499658,182,2,Mainland Creek,Machipongo,37.48451,-75.80706,810,,,29,28.1,0,29.1,4,0.76,1.4,5.63,1.19,,10.5,1.2,15.544,9.744,5.8,,,,,,,,,
GC,8/25/98,1998.65024,237,2,Mainland Creek,Machipongo,37.48451,-75.80706,925,,,28,,0,,,1.6,2.2,5.72,1.49,,3.95,1.66,,,,,,,,,,,,
GC,9/30/98,1998.748802,273,2,Mainland Creek,Machipongo,37.48451,-75.80706,1130,,,24.3,25.5,40,25.1,4.3,0.46,1.9,3.13,0.642,,1.49,1.27,,,,,,,,,,,,
GC,10/30/98,1998.830938,303,2,Mainland Creek,Machipongo,37.48451,-75.80706,1035,,,16.1,31.1,48,16,8,1.1,1.5,3.39,0.862,,0.641,0.705,55.4,32.844,22.556,,,,,,,,,
GC,12/1/98,1998.918549,335,2,Mainland Creek,Machipongo,37.48451,-75.80706,1015,,,12.2,31,48,14,8.5,0.6,1.1,,,,0.966,,19.289,15.533,3.756,,,,,,,,,
GC,12/18/98,1998.965092,352,2,Mainland Creek,Machipongo,37.48451,-75.80706,1035,,,6.9,26.8,42,,,1.2,2.6,3.3,0.5,,1.17,,,,,,,,,,,,,
GC,1/28/99,1999.077344,28,2,Mainland Creek,Machipongo,37.48451,-75.80706,1145,,,10.2,24.2,38,13,7.7,1.3,1,1.55,0.37,,0.214,0.908,36.011,25.011,11,,,,,,,,,
GC,2/25/99,1999.154004,56,2,Mainland Creek,Machipongo,37.48451,-75.80706,1215,,,3.9,21.4,35,4,10.9,1.15,1.5,1.02,0.235,,0.641,0.182,23.133,18.967,4.167,,,,,,,,,
GC,3/31/99,1999.247091,90,2,Mainland Creek,Machipongo,37.48451,-75.80706,1235,JS,FALLING,12.6,22.3,35.36,12.5,9,0.75,4.5,1.9,0.149,,1.92,0.47,35.311,15.256,20.056,,,,,,,,,
GC,4/28/99,1999.323751,118,2,Mainland Creek,Machipongo,37.48451,-75.80706,1210,JS,FALLING,15.7,26.1,40.77,16,7.2,0.82,7.2,0.737,0.389,,2.6,0.129,41.944,36.1,5.844,,,,,,,,,
GC,5/25/99,1999.397673,145,2,Mainland Creek,Machipongo,37.48451,-75.80706,1215,JS,FALLING,22,,,22,,0.72,4.5,,,,1.39,2.35,59.267,30.067,29.2,,,,,,,,,
GC,6/30/99,1999.496235,181,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,JS,FALLING,27.8,30.1,48.7,28,5,NaN,3.5,4.26,0.966,,3.84,1.69,468.044,394.056,73.989,,,,,,,,,
GC,7/31/99,1999.581109,212,2,Mainland Creek,Machipongo,37.48451,-75.80706,1344,JS,FALLING,30.2,,,31,,0.5,9.3,4.36,1.3,,,,145.967,,,,,,,,,,,
GC,9/9/99,1999.690623,252,2,Mainland Creek,Machipongo,37.48451,-75.80706,1245,JS,FALLING,27,,,26.5,,0.35,5.8,9.73,1.25,,2.67,1.84,136.678,29.789,106.889,,,,,,,,,
GC,9/29/99,1999.74538,272,2,Mainland Creek,Machipongo,37.48451,-75.80706,1421,JS,FALLING,24,31,,24,5.7,0.54,9.9,4.22,1.02,,0.96,0.534,150.956,52.856,98.1,,,,,,,,,
GC,11/3/99,1999.841205,307,2,Mainland Creek,Machipongo,37.48451,-75.80706,1047,JS,FALLING,10,30,,15.1,7,1.17,70,3.93,0.867,,1.39,0.256,140.322,57.9,82.422,,,,,,,,,
GC,11/30/99,1999.915127,334,2,Mainland Creek,Machipongo,37.48451,-75.80706,1421,JS,FALLING,9.3,31.3,48.4,9.5,8.7,1.7,7.2,1.33,0.482,,1.07,0.51,123.856,41.478,82.378,,,,,,,,,
GC,12/2/99,1999.920602,336,2,Mainland Creek,Machipongo,37.48451,-75.80706,1,DRS,FALLING,10.3,30,46.2,10.5,8,1.52,5.5,1.18,0.377,,0.641,0.872,,,,,,,,,,,,
GC,1/27/00,2000.073922,27,2,Mainland Creek,Machipongo,37.48451,-75.80706,1423,JS,FALLING,4,30.1,47.38,5,10.8,0.5,5.3,0.699,0.043,,3.2,3.37,69.378,62.433,6.944,,,,,,,,,
GC,2/24/00,2000.150582,55,2,Mainland Creek,Machipongo,37.48451,-75.80706,1445,JS,FALLING,12.7,30.8,47.3,13,8.3,1.06,6,2.11,0.23,,0.427,1.06,44.422,38.611,5.811,,,,,,,,,
GC,3/27/00,2000.238193,87,2,Mainland Creek,Machipongo,37.48451,-75.80706,1600,JS,FALLING,15,30,46.98,15,7.6,0.67,7,1.9,0.421,,0.641,1.08,32.389,32.233,1.156,,,,,,,,,
GC,4/25/00,2000.317591,116,2,Mainland Creek,Machipongo,37.48451,-75.80706,732,JS,FALLING,22,35.1,53.7,22.5,6.1,0.62,7,1,0.36,,1.65,1.15,41.311,27.378,13.933,,,,,,,,,
GC,6/28/00,2000.492813,180,2,Mainland Creek,Machipongo,37.48451,-75.80706,1102,"JS, LB RRC, DAD+",LOW,27.1,26.9,42.11,27.6,3.5,0.48,4.5,13.9,0.973,,4.6,2.73,30.478,30.211,0.267,,,,,,,,,
GC,7/25/00,2000.566735,207,2,Mainland Creek,Machipongo,37.48451,-75.80706,1005,,,22.5,24.6,38,20,4.3,0.55,,6.69,0.961,,3.41,0.246,61.111,51.633,9.478,,,,,,,,,
GC,10/10/00,2000.77755,284,2,Mainland Creek,Machipongo,37.48451,-75.80706,1158,,LOW EBB,14.5,29.7,45.46,,,0.97,3.6,3.43,0.029,,0.107,1.19,28.778,25.222,3.556,,,,,,,,,
GC,11/8/00,2000.856947,313,2,Mainland Creek,Machipongo,37.48451,-75.80706,1119,PHS,LOW,12.6,30.9,47.53,,,1.24,9.8,,,,0.32,0.363,121.889,104.667,17.222,,,,,,,,,
GC,12/6/00,2000.933607,341,2,Mainland Creek,Machipongo,37.48451,-75.80706,924,PHS,LOW EBB,3.8,29,45.86,,,1.7,11.1,0.352,0.184,,1.33,,237.556,184.667,52.889,,,,,,,,,
GC,2/7/01,2001.106092,38,2,Mainland Creek,Machipongo,37.48451,-75.80706,1212,PHS,LOW,6.8,29,43.12,,,0.96,6.7,0.712,0.149,,1.81,1.03,206.778,165.111,41.667,,,,,,,,,
GC,3/8/01,2001.185489,67,2,Mainland Creek,Machipongo,37.48451,-75.80706,1510,PHS,LOW FLOOD,5.8,28.7,45.16,,,0.82,12.6,0.794,0.331,,0.854,1.4,1696.111,157.889,1538.222,,,,,,,,,
GC,4/5/01,2001.262149,95,2,Mainland Creek,Machipongo,37.48451,-75.80706,1207,PHS,LOW,10.4,28.2,47.6,,,0.9,8.2,0.794,0.331,,2.45,,1411.667,112.667,1299,,,,,,,,,
GC,5/2/01,2001.336071,122,2,Mainland Creek,Machipongo,37.48451,-75.80706,1233,PHS,LATE FLOOD,19,29.8,46.04,,,1.05,6.9,1.91,0.235,,1.28,1.19,203.778,153.444,50.333,,,,,,,,,
GC,6/4/01,2001.42642,155,2,Mainland Creek,Machipongo,37.48451,-75.80706,1143,PHS,LATE EBB,22.4,29.5,51,,7.2,0.63,10.2,1.5,0.315,,2.24,0.374,259.778,243,16.778,,,,,,,,,
GC,8/15/01,2001.623546,227,2,Mainland Creek,Machipongo,37.48451,-75.80706,1123,KO/PS/JKR,LOW FLOOD,27.9,26,,28,5.6,0.66,3.9,3.31,0.764,,7.69,1.06,5586.444,173.556,5412.889,,,,,,,,,
GC,9/12/01,2001.700205,255,2,Mainland Creek,Machipongo,37.48451,-75.80706,1053,KO/JKR,FLOOD,29,32,,26,6.2,0.59,3,3.33,1.39,,2.67,1.59,316.556,64.444,252.111,,,,,,,,,
GC,10/12/01,2001.782341,285,2,Mainland Creek,Machipongo,37.48451,-75.80706,1132,KMO/JKR,FLOOD,27,32,,18,7.1,1.24,5.3,2.77,0.905,,0.854,1.09,34.667,30,4.667,,,,,,,,,
GC,11/14/01,2001.87269,318,2,Mainland Creek,Machipongo,37.48451,-75.80706,1224,KMO/JKR,EBB,11.7,32.8,50.1,11.3,,0.95,5.3,1.51,0.684,,1.07,,30.222,26,4.222,,,,,,,,,
GC,12/10/01,2001.943874,344,2,Mainland Creek,Machipongo,37.48451,-75.80706,1105,JKR/KMO,EBB,11.2,32.8,50.3,11,6.8,0.76,9.6,1.47,0.596,,2.03,0.737,39.889,34.667,5.222,,,,,,,,,
GC,1/22/02,2002.061602,22,2,Mainland Creek,Machipongo,37.48451,-75.80706,1012,KMO/PHS,FLOOD,5.7,29.5,46.35,6,9.8,1.27,13.8,0.357,0.262,,2.03,0.737,23.444,20.556,2.889,,,,,,,,,
GC,2/21/02,2002.143737,52,2,Mainland Creek,Machipongo,37.48451,-75.80706,1158,KMO/PHS,FLOOD,9.6,31.8,48.86,9.5,9,1.4,4.4,0.717,0.296,,0.214,0.684,32.333,26.222,6.111,,,,,,,,,
GC,3/26/02,2002.234086,85,2,Mainland Creek,Machipongo,37.48451,-75.80706,1000,KMO/JKR,MID EBB,11.6,30.4,46.94,11.5,6.8,0.71,12.6,0.992,0.259,,0.427,1.37,38.333,32.778,5.556,,,,,,,,,
GC,4/24/02,2002.313484,114,2,Mainland Creek,Machipongo,37.48451,-75.80706,1237,KMO/JKR,LATE EBB,17.9,30,46.11,18,5.4,0.76,4,1.18,,,1.28,0.886,20.667,19.111,1.556,,,,,,,,,
GC,5/21/02,2002.387406,141,2,Mainland Creek,Machipongo,37.48451,-75.80706,1342,KMO,MID FLOOD,19.1,31.2,48.05,19.5,5.5,0.76,2.7,0.628,0.501,,1.71,1.88,34.889,32.556,2.333,,,,,,,,,
GC,6/21/02,2002.472279,172,2,Mainland Creek,Machipongo,37.48451,-75.80706,1446,KMO,EARLY FLOOD,26.3,33.4,51,26,4.2,0.79,3.5,0.788,0.617,,2.14,,26.222,20,6.222,,,,,,,,,
GC,7/22/02,2002.557153,203,2,Mainland Creek,Machipongo,37.48451,-75.80706,1346,KMO/PHS/JOE M/+,LATE EBB,29.5,34.4,52.5,29,4.5,0.41,7.2,2.17,1.27,,5.87,2.87,76.444,68.222,8.222,,,,,,,,,
GC,8/20/02,2002.63655,232,2,Mainland Creek,Machipongo,37.48451,-75.80706,1410,KMO/ JOE M,EARLY FLOOD,30,34.7,52.8,30,2.2,0.48,4.2,4.49,1.61,,2.56,2.67,80.556,53.778,26.778,,,,,,,,,
GC,9/30/02,2002.748802,273,2,Mainland Creek,Machipongo,37.48451,-75.80706,1117,KMO,EARLY FLOOD,24.6,32.4,49.29,24.9,3,0.021,2.1,4.03,1.42,,1.39,0.929,29.333,22,7.333,,,,,,,,,
GC,10/17/02,2002.795346,290,2,Mainland Creek,Machipongo,37.48451,-75.80706,1103,KMO/JKR,LATE EBB,17.5,30.7,47.19,17.5,2.8,0.55,5.3,2.59,1.37,,1.6,,34.667,30.444,4.222,,,,,,,,,
GC,11/19/02,2002.885695,323,2,Mainland Creek,Machipongo,37.48451,-75.80706,1436,KMO,LATE EBB,11.8,24.9,39.18,11.5,3.3,0.57,9.2,3.61,0.741,,0.854,0.94,42.778,35.111,7.667,,,,,,,,,
GC,12/17/02,2002.962355,351,2,Mainland Creek,Machipongo,37.48451,-75.80706,1327,KMO/PHS,SLACK LOW,5.1,28.1,44.34,,5,0.99,4,0.955,0.296,,1.28,,28.222,23.333,4.889,,,,,,,,,
GC,4/14/03,2003.285421,104,2,Mainland Creek,Machipongo,37.48451,-75.80706,1430,KMO/BS,EARLY FLOOD,13.4,22,34.92,14,8.6,0.46,5.4,2.24,0.184,,1.07,1.25,57.222,50.667,6.556,,,,,,,,,
GC,6/27/03,2003.488022,178,2,Mainland Creek,Machipongo,37.48451,-75.80706,1256,KMO,LATE EBB,30.1,29,45.06,29.8,6.7,0.4,4.6,0.921,0.552,,8.44,2.55,65.778,57.556,8.222,,,,,,,,,
GC,7/28/03,2003.572895,209,2,Mainland Creek,Machipongo,37.48451,-75.80706,1430,KMO,LATE EBB,30.8,30.1,46.5,31,7,0.43,7.2,3.99,1.36,,15.7,3.59,71.778,45.667,26.111,,,,,,,,,
GC,8/27/03,2003.655031,239,2,Mainland Creek,Machipongo,37.48451,-75.80706,1325,KMO,LATE EBB,29.2,27.2,42.51,29,5.4,0.3,5.8,0.487,0.645,,9.72,2.39,70.444,59.111,11.333,,,,,,,,,
GC,11/7/03,2003.852156,311,2,Mainland Creek,Machipongo,37.48451,-75.80706,1129,KMO/BJS,MID EBB,19.7,27.1,42.06,20,6.8,0.69,6.9,0.969,0.238,,,2.01,38.444,34.333,4.111,,,,,,,,,
GC,12/9/03,2003.939767,343,2,Mainland Creek,Machipongo,37.48451,-75.80706,1353,KMO/BJS,LATE EBB,5.5,29.8,46.59,5.5,11.1,0.99,7,0.672,0.389,,1.07,0.502,21.444,18.778,2.667,,,,,,,,,
GC,2/20/04,2004.13963,51,2,Mainland Creek,Machipongo,37.48451,-75.80706,1316,KMO/BJS,LATE EBB,6.3,29.1,45.87,6,12,1.1,8,1.18,0.067,,,,22.111,18.444,3.667,,,,,,,,,
GC,4/16/04,2004.29295,107,2,Mainland Creek,Machipongo,37.48451,-75.80706,1300,,,13,24.1,29.3,13.5,7.6,0.71,2.7,4.36,0.293,,,,30.222,25.222,5,,,,,,,,,
GC,6/29/04,2004.495551,181,2,Mainland Creek,Machipongo,37.48451,-75.80706,1047,KIM/JLM,LATE EBB,24.8,27.8,43.07,25.2,4.2,0.59,3.6,9.02,1.09,,,,29.222,24.889,4.333,,,,,,,,,
GC,7/30/04,2004.580424,212,2,Mainland Creek,Machipongo,37.48451,-75.80706,1240,JLM,LATE EBB,28.7,19.1,30.89,,,0.25,4.7,17.6,1.54,,,,37.333,31.333,6,,,,,,,,,
LC,8/26/04,2004.654346,239,6,Back-barrier,Oyster,37.305273,-75.792273,1006,KMO/ART/SEL,LATE EBB,25.5,29.8,46.28,26.5,7.4,NaN,1.6,0.96,0.654,,,,81.333,75.556,5.778,,,,,,,,,
LC,9/30/04,2004.750171,274,6,Back-barrier,Oyster,37.305273,-75.792273,1520,ART,LATE EBB,23.4,30.6,45.51,23,7.5,NaN,2.5,,,,,,,,,,,,,,,,,
LC,10/26/04,2004.821355,300,6,Back-barrier,Oyster,37.305273,-75.792273,1315,KMO/AS,LATE EBB,16.4,30.1,46.32,16,8.4,NaN,1.5,,0.628,,,,26.111,22.111,4,,,,,,,,,
LC,11/10/04,2004.862423,315,6,Back-barrier,Oyster,37.305273,-75.792273,1120,KMO/AS,LATE EBB,11.2,30.4,46.92,,,NaN,2,1.97,0.598,,,,,,,,,,,,,,,
LC,12/8/04,2004.939083,343,6,Back-barrier,Oyster,37.305273,-75.792273,1010,ART,MID EBB,12.1,30.6,47.07,,,0.88,3.3,,,,,,,,,,,,,,,,,
LC,2/9/05,2005.111567,40,6,Back-barrier,Oyster,37.305273,-75.792273,1306,KMO/ART,LATE EBB,4.1,29.6,46.64,4.2,17.07,NaN,1.1,,,,,,,,,,,,,,,,,
LC,3/22/05,2005.223819,81,6,Back-barrier,Oyster,37.305273,-75.792273,1103,KMO/ART,LATE EBB,9.6,30.5,47.13,9.6,14.03,NaN,2.5,,,,,,16.7778,4.2222,12.55553333,,,,,,,,,
LC,4/18/05,2005.297741,108,6,Back-barrier,Oyster,37.305273,-75.792273,1001,KMO/ART,LATE EBB,10.5,29.3,45.55,10.5,12.07,NaN,1.5,1.39,0.256666667,18.1185,,,44.66666667,10.7778,33.88886667,,,,,,,,,
LC,5/18/05,2005.379877,138,6,Back-barrier,Oyster,37.305273,-75.792273,,,,,,,,,NaN,,1.595833333,0.207,19.591,,,44,10.33333333,33.66666667,,,,,,,,,
LC,5/19/05,2005.382615,139,6,Back-barrier,Oyster,37.305273,-75.792273,1041,KMO/ART,LATE EBB,18.3,30.7,47.15,18.3,8.6,0.93,8.5,,,,,,,,,,,,,,,,,
LC,6/21/05,2005.472964,172,6,Back-barrier,Oyster,37.305273,-75.792273,1245,KMO/ART,LATE EBB,23.4,23.7,37.42,23.4,9.21,0.52,2,1.983333333,0.179,,,,34.11113333,6.333333333,27.77776667,,,,,,,,,
LC,7/20/05,2005.552361,201,6,Back-barrier,Oyster,37.305273,-75.792273,1255,KMO/ART,LATE EBB,28.8,29.4,45.5,28.9,7.75,0.46,7,,0.354,13.3,,,66,5.444466667,60.55553333,,,,,,,,,
LC,9/1/05,2005.670089,244,6,Back-barrier,Oyster,37.305273,-75.792273,1210,KMO/ART,LATE EBB,27,29.8,46.1,26.9,7.63,0.58,9,,,20.9,6.17,19.49,41.7778,5.444466667,36.33333333,,,,,,,,,
LC,9/28/05,2005.744011,271,6,Back-barrier,Oyster,37.305273,-75.792273,1025,ART,MID EBB,23.1,31.4,48.12,23.1,9.09,0.84,7,53.33333333,2.226666667,17.86666667,4.27,11.59,,,,,,,,,,,,
LC,9/29/05,2005.746749,272,6,Back-barrier,Oyster,37.305273,-75.792273,,,,,,,,,NaN,,,,,,,21.00003333,2.444433333,18.55553333,,,,,,,,,
LC,11/1/05,2005.837098,305,6,Back-barrier,Oyster,37.305273,-75.792273,1151,KMO/ART,LATE EBB,14.5,31.1,47.68,14.5,10.33,0.84,8,2.33,0.133,23.205,1.775,7.515,28.8889,3.777766667,25.1111,,,,,,,,,
LC,11/15/05,2005.875428,319,6,Back-barrier,Oyster,37.305273,-75.792273,1212,ART,LATE EBB,16.1,31.5,48.19,16.1,11.4,0.86,7.2,1.913333333,0.212666667,10.56666667,15.675,29.4,33,4,29,,,,,,,,,
LC,12/12/05,2005.94935,346,6,Back-barrier,Oyster,37.305273,-75.792273,1100,ART,LATE EBB,5.9,31.1,48.49,5.9,14.62,NaN,6.6,0.799333333,,7.61,3.205,8.94,26,2,24,,,,,,,,,
LC,3/29/06,2006.2423,88,6,Back-barrier,Oyster,37.305273,-75.792273,,KMO/ART,,,,,,,NaN,,,,,,,,,,,,,,,,,,
LC,4/27/06,2006.321697,117,6,Back-barrier,Oyster,37.305273,-75.792273,1204,KMO/ART,LATE EBB,16.7,31.8,48.63,16.7,8.84,0.61,12,1.28,,12.46666667,1.656666667,7.646666667,,,,,,,,,,,,
LC,5/23/06,2006.392882,143,6,Back-barrier,Oyster,37.305273,-75.792273,1009,KMO/ART,LATE EBB,19.1,32.2,49.22,19.1,8.18,0.46,9,1.57,,,,,,,,,,,,,,,,
LC,5/24/06,2006.395619,144,6,Back-barrier,Oyster,37.305273,-75.792273,,,,,,,,,NaN,,,,13.8,,,,,,,,,,,,,,
LC,6/23/06,2006.477755,174,6,Back-barrier,Oyster,37.305273,-75.792273,1110,KMO/ART,LATE EBB,26.5,31.1,47.8,26.5,7.13,0.61,9,0.1021,0.0406,32.175,4.746666667,16.05666667,,,,,,,,,,,,
LC,7/24/06,2006.562628,205,6,Back-barrier,Oyster,37.305273,-75.792273,1241,KMO/ART,LATE EBB,26.4,32,49,26.4,7.2,0.71,6,0.4565,0.455,,2.133333333,12.115,,,,,,,,,,,,
LC,8/22/06,2006.642026,234,6,Back-barrier,Oyster,37.305273,-75.792273,1230,KMO/DB,LATE EBB,27.6,31.4,48.2,27.6,6.19,0.71,7.8,0.308333333,0.188333333,17.1365,2.846666667,10.49666667,,,,,,,,,,,,
LC,9/19/06,2006.718686,262,6,Back-barrier,Oyster,37.305273,-75.792273,1137,KMO/DB,LATE EBB,23.7,30.8,47.23,23.7,7.61,0.74,9,0.626,0.976,16.945,7.12,21.09,,,,,,,,,,,,
LC,11/6/06,2006.850103,310,6,Back-barrier,Oyster,37.305273,-75.792273,1316,KMO/DB,LATE EBB,11.8,30.9,47.73,11.9,9.9,1.22,15,0.8625,0.2785,8.9815,1.42,5.66,,,,,,,,,,,,
LC,2/27/07,2007.15948,58,6,Back-barrier,Oyster,37.305273,-75.792273,1025,ART/CB/,LATE EBB,5.3,31.7,49.45,5.4,14.82,1.63,9.3,0.29,,16.73,2.846666667,7.23,31.2222,4.222233333,27,,,,,,,,,
LC,2/28/07,2007.162218,59,6,Back-barrier,Oyster,37.305273,-75.792273,,,,,,,,,NaN,,,,16.73,,,,,,,,,,,,,,
LC,3/28/07,2007.238877,87,6,Back-barrier,Oyster,37.305273,-75.792273,,KMO/CB,,,,,,,NaN,,,,,,,,,,,,,,,,,,
